Decimal_Value,Bit_9,Bit_8,Bit_7,Bit_6,Bit_5,Bit_4,Bit_3,Bit_2,Bit_1,Bit_0
848,1,1,0,1,0,1,0,0,0,0
914,1,1,1,0,0,1,0,0,1,0
637,1,0,0,1,1,1,1,1,0,1
217,0,0,1,1,0,1,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0
898,1,1,1,0,0,0,0,0,1,0
935,1,1,1,0,1,0,0,1,1,1
142,0,0,1,0,0,0,1,1,1,0
539,1,0,0,0,0,1,1,0,1,1
1022,1,1,1,1,1,1,1,1,1,0
485,0,1,1,1,1,0,0,1,0,1
276,0,1,0,0,0,1,0,1,0,0
955,1,1,1,0,1,1,1,0,1,1
376,0,1,0,1,1,1,1,0,0,0
116,0,0,0,1,1,1,0,1,0,0
786,1,1,0,0,0,1,0,0,1,0
678,1,0,1,0,1,0,0,1,1,0
10,0,0,0,0,0,0,1,0,1,0
323,0,1,0,1,0,0,0,0,1,1
687,1,0,1,0,1,0,1,1,1,1
483,0,1,1,1,1,0,0,0,1,1
27,0,0,0,0,0,1,1,0,1,1
61,0,0,0,0,1,1,1,1,0,1
395,0,1,1,0,0,0,1,0,1,1
312,0,1,0,0,1,1,1,0,0,0
669,1,0,1,0,0,1,1,1,0,1
923,1,1,1,0,0,1,1,0,1,1
569,1,0,0,0,1,1,1,0,0,1
962,1,1,1,1,0,0,0,0,1,0
348,0,1,0,1,0,1,1,1,0,0
766,1,0,1,1,1,1,1,1,1,0
21,0,0,0,0,0,1,0,1,0,1
27,0,0,0,0,0,1,1,0,1,1
801,1,1,0,0,1,0,0,0,0,1
890,1,1,0,1,1,1,1,0,1,0
318,0,1,0,0,1,1,1,1,1,0
588,1,0,0,1,0,0,1,1,0,0
123,0,0,0,1,1,1,1,0,1,1
100,0,0,0,1,1,0,0,1,0,0
457,0,1,1,1,0,0,1,0,0,1
47,0,0,0,0,1,0,1,1,1,1
246,0,0,1,1,1,1,0,1,1,0
551,1,0,0,0,1,0,0,1,1,1
670,1,0,1,0,0,1,1,1,1,0
625,1,0,0,1,1,1,0,0,0,1
1008,1,1,1,1,1,1,0,0,0,0
931,1,1,1,0,1,0,0,0,1,1
170,0,0,1,0,1,0,1,0,1,0
641,1,0,1,0,0,0,0,0,0,1
658,1,0,1,0,0,1,0,0,1,0
384,0,1,1,0,0,0,0,0,0,0
587,1,0,0,1,0,0,1,0,1,1
1004,1,1,1,1,1,0,1,1,0,0
968,1,1,1,1,0,0,1,0,0,0
300,0,1,0,0,1,0,1,1,0,0
729,1,0,1,1,0,1,1,0,0,1
321,0,1,0,1,0,0,0,0,0,1
697,1,0,1,0,1,1,1,0,0,1
917,1,1,1,0,0,1,0,1,0,1
344,0,1,0,1,0,1,1,0,0,0
942,1,1,1,0,1,0,1,1,1,0
858,1,1,0,1,0,1,1,0,1,0
496,0,1,1,1,1,1,0,0,0,0
317,0,1,0,0,1,1,1,1,0,1
406,0,1,1,0,0,1,0,1,1,0
144,0,0,1,0,0,1,0,0,0,0
725,1,0,1,1,0,1,0,1,0,1
1002,1,1,1,1,1,0,1,0,1,0
1020,1,1,1,1,1,1,1,1,0,0
677,1,0,1,0,1,0,0,1,0,1
641,1,0,1,0,0,0,0,0,0,1
113,0,0,0,1,1,1,0,0,0,1
814,1,1,0,0,1,0,1,1,1,0
801,1,1,0,0,1,0,0,0,0,1
295,0,1,0,0,1,0,0,1,1,1
95,0,0,0,1,0,1,1,1,1,1
482,0,1,1,1,1,0,0,0,1,0
496,0,1,1,1,1,1,0,0,0,0
262,0,1,0,0,0,0,0,1,1,0
625,1,0,0,1,1,1,0,0,0,1
728,1,0,1,1,0,1,1,0,0,0
649,1,0,1,0,0,0,1,0,0,1
560,1,0,0,0,1,1,0,0,0,0
916,1,1,1,0,0,1,0,1,0,0
293,0,1,0,0,1,0,0,1,0,1
168,0,0,1,0,1,0,1,0,0,0
177,0,0,1,0,1,1,0,0,0,1
11,0,0,0,0,0,0,1,0,1,1
135,0,0,1,0,0,0,0,1,1,1
449,0,1,1,1,0,0,0,0,0,1
611,1,0,0,1,1,0,0,0,1,1
225,0,0,1,1,1,0,0,0,0,1
512,1,0,0,0,0,0,0,0,0,0
495,0,1,1,1,1,0,1,1,1,1
724,1,0,1,1,0,1,0,1,0,0
384,0,1,1,0,0,0,0,0,0,0
85,0,0,0,1,0,1,0,1,0,1
70,0,0,0,1,0,0,0,1,1,0
397,0,1,1,0,0,0,1,1,0,1
567,1,0,0,0,1,1,0,1,1,1
681,1,0,1,0,1,0,1,0,0,1
647,1,0,1,0,0,0,0,1,1,1
887,1,1,0,1,1,1,0,1,1,1
886,1,1,0,1,1,1,0,1,1,0
644,1,0,1,0,0,0,0,1,0,0
813,1,1,0,0,1,0,1,1,0,1
731,1,0,1,1,0,1,1,0,1,1
852,1,1,0,1,0,1,0,1,0,0
771,1,1,0,0,0,0,0,0,1,1
154,0,0,1,0,0,1,1,0,1,0
541,1,0,0,0,0,1,1,1,0,1
207,0,0,1,1,0,0,1,1,1,1
558,1,0,0,0,1,0,1,1,1,0
100,0,0,0,1,1,0,0,1,0,0
551,1,0,0,0,1,0,0,1,1,1
988,1,1,1,1,0,1,1,1,0,0
933,1,1,1,0,1,0,0,1,0,1
73,0,0,0,1,0,0,1,0,0,1
773,1,1,0,0,0,0,0,1,0,1
154,0,0,1,0,0,1,1,0,1,0
733,1,0,1,1,0,1,1,1,0,1
810,1,1,0,0,1,0,1,0,1,0
887,1,1,0,1,1,1,0,1,1,1
324,0,1,0,1,0,0,0,1,0,0
4,0,0,0,0,0,0,0,1,0,0
28,0,0,0,0,0,1,1,1,0,0
829,1,1,0,0,1,1,1,1,0,1
740,1,0,1,1,1,0,0,1,0,0
679,1,0,1,0,1,0,0,1,1,1
597,1,0,0,1,0,1,0,1,0,1
158,0,0,1,0,0,1,1,1,1,0
900,1,1,1,0,0,0,0,1,0,0
838,1,1,0,1,0,0,0,1,1,0
379,0,1,0,1,1,1,1,0,1,1
521,1,0,0,0,0,0,1,0,0,1
146,0,0,1,0,0,1,0,0,1,0
41,0,0,0,0,1,0,1,0,0,1
800,1,1,0,0,1,0,0,0,0,0
644,1,0,1,0,0,0,0,1,0,0
556,1,0,0,0,1,0,1,1,0,0
136,0,0,1,0,0,0,1,0,0,0
49,0,0,0,0,1,1,0,0,0,1
207,0,0,1,1,0,0,1,1,1,1
156,0,0,1,0,0,1,1,1,0,0
339,0,1,0,1,0,1,0,0,1,1
154,0,0,1,0,0,1,1,0,1,0
262,0,1,0,0,0,0,0,1,1,0
368,0,1,0,1,1,1,0,0,0,0
552,1,0,0,0,1,0,1,0,0,0
165,0,0,1,0,1,0,0,1,0,1
524,1,0,0,0,0,0,1,1,0,0
922,1,1,1,0,0,1,1,0,1,0
757,1,0,1,1,1,1,0,1,0,1
733,1,0,1,1,0,1,1,1,0,1
55,0,0,0,0,1,1,0,1,1,1
938,1,1,1,0,1,0,1,0,1,0
445,0,1,1,0,1,1,1,1,0,1
954,1,1,1,0,1,1,1,0,1,0
830,1,1,0,0,1,1,1,1,1,0
612,1,0,0,1,1,0,0,1,0,0
411,0,1,1,0,0,1,1,0,1,1
926,1,1,1,0,0,1,1,1,1,0
499,0,1,1,1,1,1,0,0,1,1
90,0,0,0,1,0,1,1,0,1,0
528,1,0,0,0,0,1,0,0,0,0
744,1,0,1,1,1,0,1,0,0,0
752,1,0,1,1,1,1,0,0,0,0
471,0,1,1,1,0,1,0,1,1,1
39,0,0,0,0,1,0,0,1,1,1
419,0,1,1,0,1,0,0,0,1,1
672,1,0,1,0,1,0,0,0,0,0
6,0,0,0,0,0,0,0,1,1,0
683,1,0,1,0,1,0,1,0,1,1
715,1,0,1,1,0,0,1,0,1,1
413,0,1,1,0,0,1,1,1,0,1
869,1,1,0,1,1,0,0,1,0,1
763,1,0,1,1,1,1,1,0,1,1
3,0,0,0,0,0,0,0,0,1,1
498,0,1,1,1,1,1,0,0,1,0
954,1,1,1,0,1,1,1,0,1,0
959,1,1,1,0,1,1,1,1,1,1
341,0,1,0,1,0,1,0,1,0,1
453,0,1,1,1,0,0,0,1,0,1
1011,1,1,1,1,1,1,0,0,1,1
358,0,1,0,1,1,0,0,1,1,0
161,0,0,1,0,1,0,0,0,0,1
740,1,0,1,1,1,0,0,1,0,0
223,0,0,1,1,0,1,1,1,1,1
397,0,1,1,0,0,0,1,1,0,1
162,0,0,1,0,1,0,0,0,1,0
248,0,0,1,1,1,1,1,0,0,0
373,0,1,0,1,1,1,0,1,0,1
206,0,0,1,1,0,0,1,1,1,0
737,1,0,1,1,1,0,0,0,0,1
816,1,1,0,0,1,1,0,0,0,0
750,1,0,1,1,1,0,1,1,1,0
920,1,1,1,0,0,1,1,0,0,0
533,1,0,0,0,0,1,0,1,0,1
958,1,1,1,0,1,1,1,1,1,0
995,1,1,1,1,1,0,0,0,1,1
368,0,1,0,1,1,1,0,0,0,0
132,0,0,1,0,0,0,0,1,0,0
227,0,0,1,1,1,0,0,0,1,1
94,0,0,0,1,0,1,1,1,1,0
699,1,0,1,0,1,1,1,0,1,1
782,1,1,0,0,0,0,1,1,1,0
571,1,0,0,0,1,1,1,0,1,1
406,0,1,1,0,0,1,0,1,1,0
66,0,0,0,1,0,0,0,0,1,0
378,0,1,0,1,1,1,1,0,1,0
810,1,1,0,0,1,0,1,0,1,0
458,0,1,1,1,0,0,1,0,1,0
132,0,0,1,0,0,0,0,1,0,0
132,0,0,1,0,0,0,0,1,0,0
640,1,0,1,0,0,0,0,0,0,0
22,0,0,0,0,0,1,0,1,1,0
631,1,0,0,1,1,1,0,1,1,1
254,0,0,1,1,1,1,1,1,1,0
854,1,1,0,1,0,1,0,1,1,0
250,0,0,1,1,1,1,1,0,1,0
427,0,1,1,0,1,0,1,0,1,1
689,1,0,1,0,1,1,0,0,0,1
1013,1,1,1,1,1,1,0,1,0,1
67,0,0,0,1,0,0,0,0,1,1
848,1,1,0,1,0,1,0,0,0,0
824,1,1,0,0,1,1,1,0,0,0
342,0,1,0,1,0,1,0,1,1,0
902,1,1,1,0,0,0,0,1,1,0
593,1,0,0,1,0,1,0,0,0,1
319,0,1,0,0,1,1,1,1,1,1
273,0,1,0,0,0,1,0,0,0,1
359,0,1,0,1,1,0,0,1,1,1
31,0,0,0,0,0,1,1,1,1,1
646,1,0,1,0,0,0,0,1,1,0
473,0,1,1,1,0,1,1,0,0,1
31,0,0,0,0,0,1,1,1,1,1
444,0,1,1,0,1,1,1,1,0,0
254,0,0,1,1,1,1,1,1,1,0
15,0,0,0,0,0,0,1,1,1,1
60,0,0,0,0,1,1,1,1,0,0
1010,1,1,1,1,1,1,0,0,1,0
128,0,0,1,0,0,0,0,0,0,0
555,1,0,0,0,1,0,1,0,1,1
650,1,0,1,0,0,0,1,0,1,0
9,0,0,0,0,0,0,1,0,0,1
852,1,1,0,1,0,1,0,1,0,0
500,0,1,1,1,1,1,0,1,0,0
253,0,0,1,1,1,1,1,1,0,1
52,0,0,0,0,1,1,0,1,0,0
174,0,0,1,0,1,0,1,1,1,0
440,0,1,1,0,1,1,1,0,0,0
126,0,0,0,1,1,1,1,1,1,0
824,1,1,0,0,1,1,1,0,0,0
462,0,1,1,1,0,0,1,1,1,0
709,1,0,1,1,0,0,0,1,0,1
302,0,1,0,0,1,0,1,1,1,0
607,1,0,0,1,0,1,1,1,1,1
522,1,0,0,0,0,0,1,0,1,0
277,0,1,0,0,0,1,0,1,0,1
394,0,1,1,0,0,0,1,0,1,0
286,0,1,0,0,0,1,1,1,1,0
173,0,0,1,0,1,0,1,1,0,1
732,1,0,1,1,0,1,1,1,0,0
134,0,0,1,0,0,0,0,1,1,0
638,1,0,0,1,1,1,1,1,1,0
524,1,0,0,0,0,0,1,1,0,0
736,1,0,1,1,1,0,0,0,0,0
92,0,0,0,1,0,1,1,1,0,0
302,0,1,0,0,1,0,1,1,1,0
840,1,1,0,1,0,0,1,0,0,0
269,0,1,0,0,0,0,1,1,0,1
318,0,1,0,0,1,1,1,1,1,0
103,0,0,0,1,1,0,0,1,1,1
776,1,1,0,0,0,0,1,0,0,0
158,0,0,1,0,0,1,1,1,1,0
690,1,0,1,0,1,1,0,0,1,0
87,0,0,0,1,0,1,0,1,1,1
584,1,0,0,1,0,0,1,0,0,0
444,0,1,1,0,1,1,1,1,0,0
279,0,1,0,0,0,1,0,1,1,1
880,1,1,0,1,1,1,0,0,0,0
836,1,1,0,1,0,0,0,1,0,0
1015,1,1,1,1,1,1,0,1,1,1
271,0,1,0,0,0,0,1,1,1,1
831,1,1,0,0,1,1,1,1,1,1
224,0,0,1,1,1,0,0,0,0,0
839,1,1,0,1,0,0,0,1,1,1
796,1,1,0,0,0,1,1,1,0,0
389,0,1,1,0,0,0,0,1,0,1
978,1,1,1,1,0,1,0,0,1,0
79,0,0,0,1,0,0,1,1,1,1
677,1,0,1,0,1,0,0,1,0,1
319,0,1,0,0,1,1,1,1,1,1
973,1,1,1,1,0,0,1,1,0,1
20,0,0,0,0,0,1,0,1,0,0
305,0,1,0,0,1,1,0,0,0,1
357,0,1,0,1,1,0,0,1,0,1
674,1,0,1,0,1,0,0,0,1,0
857,1,1,0,1,0,1,1,0,0,1
166,0,0,1,0,1,0,0,1,1,0
267,0,1,0,0,0,0,1,0,1,1
312,0,1,0,0,1,1,1,0,0,0
999,1,1,1,1,1,0,0,1,1,1
741,1,0,1,1,1,0,0,1,0,1
870,1,1,0,1,1,0,0,1,1,0
203,0,0,1,1,0,0,1,0,1,1
647,1,0,1,0,0,0,0,1,1,1
484,0,1,1,1,1,0,0,1,0,0
389,0,1,1,0,0,0,0,1,0,1
358,0,1,0,1,1,0,0,1,1,0
113,0,0,0,1,1,1,0,0,0,1
368,0,1,0,1,1,1,0,0,0,0
779,1,1,0,0,0,0,1,0,1,1
533,1,0,0,0,0,1,0,1,0,1
873,1,1,0,1,1,0,1,0,0,1
662,1,0,1,0,0,1,0,1,1,0
1012,1,1,1,1,1,1,0,1,0,0
804,1,1,0,0,1,0,0,1,0,0
961,1,1,1,1,0,0,0,0,0,1
154,0,0,1,0,0,1,1,0,1,0
359,0,1,0,1,1,0,0,1,1,1
690,1,0,1,0,1,1,0,0,1,0
94,0,0,0,1,0,1,1,1,1,0
791,1,1,0,0,0,1,0,1,1,1
416,0,1,1,0,1,0,0,0,0,0
378,0,1,0,1,1,1,1,0,1,0
579,1,0,0,1,0,0,0,0,1,1
871,1,1,0,1,1,0,0,1,1,1
292,0,1,0,0,1,0,0,1,0,0
287,0,1,0,0,0,1,1,1,1,1
824,1,1,0,0,1,1,1,0,0,0
284,0,1,0,0,0,1,1,1,0,0
401,0,1,1,0,0,1,0,0,0,1
1020,1,1,1,1,1,1,1,1,0,0
136,0,0,1,0,0,0,1,0,0,0
730,1,0,1,1,0,1,1,0,1,0
139,0,0,1,0,0,0,1,0,1,1
329,0,1,0,1,0,0,1,0,0,1
966,1,1,1,1,0,0,0,1,1,0
638,1,0,0,1,1,1,1,1,1,0
559,1,0,0,0,1,0,1,1,1,1
696,1,0,1,0,1,1,1,0,0,0
391,0,1,1,0,0,0,0,1,1,1
138,0,0,1,0,0,0,1,0,1,0
486,0,1,1,1,1,0,0,1,1,0
214,0,0,1,1,0,1,0,1,1,0
331,0,1,0,1,0,0,1,0,1,1
886,1,1,0,1,1,1,0,1,1,0
867,1,1,0,1,1,0,0,0,1,1
324,0,1,0,1,0,0,0,1,0,0
640,1,0,1,0,0,0,0,0,0,0
764,1,0,1,1,1,1,1,1,0,0
112,0,0,0,1,1,1,0,0,0,0
839,1,1,0,1,0,0,0,1,1,1
75,0,0,0,1,0,0,1,0,1,1
63,0,0,0,0,1,1,1,1,1,1
516,1,0,0,0,0,0,0,1,0,0
849,1,1,0,1,0,1,0,0,0,1
717,1,0,1,1,0,0,1,1,0,1
872,1,1,0,1,1,0,1,0,0,0
82,0,0,0,1,0,1,0,0,1,0
68,0,0,0,1,0,0,0,1,0,0
761,1,0,1,1,1,1,1,0,0,1
203,0,0,1,1,0,0,1,0,1,1
760,1,0,1,1,1,1,1,0,0,0
657,1,0,1,0,0,1,0,0,0,1
460,0,1,1,1,0,0,1,1,0,0
176,0,0,1,0,1,1,0,0,0,0
109,0,0,0,1,1,0,1,1,0,1
140,0,0,1,0,0,0,1,1,0,0
862,1,1,0,1,0,1,1,1,1,0
309,0,1,0,0,1,1,0,1,0,1
423,0,1,1,0,1,0,0,1,1,1
598,1,0,0,1,0,1,0,1,1,0
647,1,0,1,0,0,0,0,1,1,1
493,0,1,1,1,1,0,1,1,0,1
319,0,1,0,0,1,1,1,1,1,1
35,0,0,0,0,1,0,0,0,1,1
654,1,0,1,0,0,0,1,1,1,0
902,1,1,1,0,0,0,0,1,1,0
751,1,0,1,1,1,0,1,1,1,1
114,0,0,0,1,1,1,0,0,1,0
323,0,1,0,1,0,0,0,0,1,1
338,0,1,0,1,0,1,0,0,1,0
102,0,0,0,1,1,0,0,1,1,0
374,0,1,0,1,1,1,0,1,1,0
1009,1,1,1,1,1,1,0,0,0,1
804,1,1,0,0,1,0,0,1,0,0
195,0,0,1,1,0,0,0,0,1,1
37,0,0,0,0,1,0,0,1,0,1
668,1,0,1,0,0,1,1,1,0,0
112,0,0,0,1,1,1,0,0,0,0
338,0,1,0,1,0,1,0,0,1,0
223,0,0,1,1,0,1,1,1,1,1
112,0,0,0,1,1,1,0,0,0,0
56,0,0,0,0,1,1,1,0,0,0
724,1,0,1,1,0,1,0,1,0,0
263,0,1,0,0,0,0,0,1,1,1
109,0,0,0,1,1,0,1,1,0,1
468,0,1,1,1,0,1,0,1,0,0
323,0,1,0,1,0,0,0,0,1,1
437,0,1,1,0,1,1,0,1,0,1
500,0,1,1,1,1,1,0,1,0,0
759,1,0,1,1,1,1,0,1,1,1
33,0,0,0,0,1,0,0,0,0,1
633,1,0,0,1,1,1,1,0,0,1
123,0,0,0,1,1,1,1,0,1,1
322,0,1,0,1,0,0,0,0,1,0
313,0,1,0,0,1,1,1,0,0,1
803,1,1,0,0,1,0,0,0,1,1
314,0,1,0,0,1,1,1,0,1,0
37,0,0,0,0,1,0,0,1,0,1
503,0,1,1,1,1,1,0,1,1,1
288,0,1,0,0,1,0,0,0,0,0
520,1,0,0,0,0,0,1,0,0,0
896,1,1,1,0,0,0,0,0,0,0
61,0,0,0,0,1,1,1,1,0,1
986,1,1,1,1,0,1,1,0,1,0
107,0,0,0,1,1,0,1,0,1,1
307,0,1,0,0,1,1,0,0,1,1
873,1,1,0,1,1,0,1,0,0,1
576,1,0,0,1,0,0,0,0,0,0
343,0,1,0,1,0,1,0,1,1,1
528,1,0,0,0,0,1,0,0,0,0
616,1,0,0,1,1,0,1,0,0,0
492,0,1,1,1,1,0,1,1,0,0
570,1,0,0,0,1,1,1,0,1,0
634,1,0,0,1,1,1,1,0,1,0
374,0,1,0,1,1,1,0,1,1,0
832,1,1,0,1,0,0,0,0,0,0
113,0,0,0,1,1,1,0,0,0,1
822,1,1,0,0,1,1,0,1,1,0
547,1,0,0,0,1,0,0,0,1,1
752,1,0,1,1,1,1,0,0,0,0
243,0,0,1,1,1,1,0,0,1,1
453,0,1,1,1,0,0,0,1,0,1
514,1,0,0,0,0,0,0,0,1,0
708,1,0,1,1,0,0,0,1,0,0
1020,1,1,1,1,1,1,1,1,0,0
1005,1,1,1,1,1,0,1,1,0,1
748,1,0,1,1,1,0,1,1,0,0
1017,1,1,1,1,1,1,1,0,0,1
495,0,1,1,1,1,0,1,1,1,1
313,0,1,0,0,1,1,1,0,0,1
646,1,0,1,0,0,0,0,1,1,0
693,1,0,1,0,1,1,0,1,0,1
408,0,1,1,0,0,1,1,0,0,0
506,0,1,1,1,1,1,1,0,1,0
73,0,0,0,1,0,0,1,0,0,1
503,0,1,1,1,1,1,0,1,1,1
814,1,1,0,0,1,0,1,1,1,0
842,1,1,0,1,0,0,1,0,1,0
185,0,0,1,0,1,1,1,0,0,1
1007,1,1,1,1,1,0,1,1,1,1
226,0,0,1,1,1,0,0,0,1,0
994,1,1,1,1,1,0,0,0,1,0
903,1,1,1,0,0,0,0,1,1,1
830,1,1,0,0,1,1,1,1,1,0
610,1,0,0,1,1,0,0,0,1,0
730,1,0,1,1,0,1,1,0,1,0
209,0,0,1,1,0,1,0,0,0,1
816,1,1,0,0,1,1,0,0,0,0
807,1,1,0,0,1,0,0,1,1,1
198,0,0,1,1,0,0,0,1,1,0
918,1,1,1,0,0,1,0,1,1,0
1012,1,1,1,1,1,1,0,1,0,0
106,0,0,0,1,1,0,1,0,1,0
204,0,0,1,1,0,0,1,1,0,0
361,0,1,0,1,1,0,1,0,0,1
436,0,1,1,0,1,1,0,1,0,0
851,1,1,0,1,0,1,0,0,1,1
621,1,0,0,1,1,0,1,1,0,1
226,0,0,1,1,1,0,0,0,1,0
177,0,0,1,0,1,1,0,0,0,1
927,1,1,1,0,0,1,1,1,1,1
913,1,1,1,0,0,1,0,0,0,1
858,1,1,0,1,0,1,1,0,1,0
931,1,1,1,0,1,0,0,0,1,1
897,1,1,1,0,0,0,0,0,0,1
44,0,0,0,0,1,0,1,1,0,0
558,1,0,0,0,1,0,1,1,1,0
668,1,0,1,0,0,1,1,1,0,0
283,0,1,0,0,0,1,1,0,1,1
1017,1,1,1,1,1,1,1,0,0,1
928,1,1,1,0,1,0,0,0,0,0
425,0,1,1,0,1,0,1,0,0,1
380,0,1,0,1,1,1,1,1,0,0
622,1,0,0,1,1,0,1,1,1,0
696,1,0,1,0,1,1,1,0,0,0
385,0,1,1,0,0,0,0,0,0,1
90,0,0,0,1,0,1,1,0,1,0
589,1,0,0,1,0,0,1,1,0,1
449,0,1,1,1,0,0,0,0,0,1
464,0,1,1,1,0,1,0,0,0,0
733,1,0,1,1,0,1,1,1,0,1
58,0,0,0,0,1,1,1,0,1,0
535,1,0,0,0,0,1,0,1,1,1
75,0,0,0,1,0,0,1,0,1,1
615,1,0,0,1,1,0,0,1,1,1
336,0,1,0,1,0,1,0,0,0,0
228,0,0,1,1,1,0,0,1,0,0
1016,1,1,1,1,1,1,1,0,0,0
267,0,1,0,0,0,0,1,0,1,1
368,0,1,0,1,1,1,0,0,0,0
767,1,0,1,1,1,1,1,1,1,1
935,1,1,1,0,1,0,0,1,1,1
604,1,0,0,1,0,1,1,1,0,0
367,0,1,0,1,1,0,1,1,1,1
474,0,1,1,1,0,1,1,0,1,0
667,1,0,1,0,0,1,1,0,1,1
240,0,0,1,1,1,1,0,0,0,0
619,1,0,0,1,1,0,1,0,1,1
272,0,1,0,0,0,1,0,0,0,0
182,0,0,1,0,1,1,0,1,1,0
676,1,0,1,0,1,0,0,1,0,0
638,1,0,0,1,1,1,1,1,1,0
904,1,1,1,0,0,0,1,0,0,0
507,0,1,1,1,1,1,1,0,1,1
898,1,1,1,0,0,0,0,0,1,0
312,0,1,0,0,1,1,1,0,0,0
542,1,0,0,0,0,1,1,1,1,0
714,1,0,1,1,0,0,1,0,1,0
974,1,1,1,1,0,0,1,1,1,0
601,1,0,0,1,0,1,1,0,0,1
108,0,0,0,1,1,0,1,1,0,0
443,0,1,1,0,1,1,1,0,1,1
428,0,1,1,0,1,0,1,1,0,0
397,0,1,1,0,0,0,1,1,0,1
832,1,1,0,1,0,0,0,0,0,0
756,1,0,1,1,1,1,0,1,0,0
652,1,0,1,0,0,0,1,1,0,0
759,1,0,1,1,1,1,0,1,1,1
693,1,0,1,0,1,1,0,1,0,1
18,0,0,0,0,0,1,0,0,1,0
771,1,1,0,0,0,0,0,0,1,1
807,1,1,0,0,1,0,0,1,1,1
696,1,0,1,0,1,1,1,0,0,0
494,0,1,1,1,1,0,1,1,1,0
150,0,0,1,0,0,1,0,1,1,0
983,1,1,1,1,0,1,0,1,1,1
965,1,1,1,1,0,0,0,1,0,1
251,0,0,1,1,1,1,1,0,1,1
647,1,0,1,0,0,0,0,1,1,1
625,1,0,0,1,1,1,0,0,0,1
93,0,0,0,1,0,1,1,1,0,1
234,0,0,1,1,1,0,1,0,1,0
888,1,1,0,1,1,1,1,0,0,0
170,0,0,1,0,1,0,1,0,1,0
1006,1,1,1,1,1,0,1,1,1,0
823,1,1,0,0,1,1,0,1,1,1
397,0,1,1,0,0,0,1,1,0,1
506,0,1,1,1,1,1,1,0,1,0
631,1,0,0,1,1,1,0,1,1,1
666,1,0,1,0,0,1,1,0,1,0
460,0,1,1,1,0,0,1,1,0,0
691,1,0,1,0,1,1,0,0,1,1
841,1,1,0,1,0,0,1,0,0,1
987,1,1,1,1,0,1,1,0,1,1
763,1,0,1,1,1,1,1,0,1,1
920,1,1,1,0,0,1,1,0,0,0
730,1,0,1,1,0,1,1,0,1,0
150,0,0,1,0,0,1,0,1,1,0
338,0,1,0,1,0,1,0,0,1,0
461,0,1,1,1,0,0,1,1,0,1
805,1,1,0,0,1,0,0,1,0,1
469,0,1,1,1,0,1,0,1,0,1
717,1,0,1,1,0,0,1,1,0,1
735,1,0,1,1,0,1,1,1,1,1
442,0,1,1,0,1,1,1,0,1,0
271,0,1,0,0,0,0,1,1,1,1
430,0,1,1,0,1,0,1,1,1,0
868,1,1,0,1,1,0,0,1,0,0
403,0,1,1,0,0,1,0,0,1,1
557,1,0,0,0,1,0,1,1,0,1
184,0,0,1,0,1,1,1,0,0,0
834,1,1,0,1,0,0,0,0,1,0
815,1,1,0,0,1,0,1,1,1,1
92,0,0,0,1,0,1,1,1,0,0
649,1,0,1,0,0,0,1,0,0,1
364,0,1,0,1,1,0,1,1,0,0
195,0,0,1,1,0,0,0,0,1,1
923,1,1,1,0,0,1,1,0,1,1
892,1,1,0,1,1,1,1,1,0,0
411,0,1,1,0,0,1,1,0,1,1
475,0,1,1,1,0,1,1,0,1,1
576,1,0,0,1,0,0,0,0,0,0
79,0,0,0,1,0,0,1,1,1,1
79,0,0,0,1,0,0,1,1,1,1
710,1,0,1,1,0,0,0,1,1,0
270,0,1,0,0,0,0,1,1,1,0
807,1,1,0,0,1,0,0,1,1,1
13,0,0,0,0,0,0,1,1,0,1
867,1,1,0,1,1,0,0,0,1,1
569,1,0,0,0,1,1,1,0,0,1
863,1,1,0,1,0,1,1,1,1,1
998,1,1,1,1,1,0,0,1,1,0
240,0,0,1,1,1,1,0,0,0,0
627,1,0,0,1,1,1,0,0,1,1
859,1,1,0,1,0,1,1,0,1,1
611,1,0,0,1,1,0,0,0,1,1
789,1,1,0,0,0,1,0,1,0,1
517,1,0,0,0,0,0,0,1,0,1
771,1,1,0,0,0,0,0,0,1,1
924,1,1,1,0,0,1,1,1,0,0
26,0,0,0,0,0,1,1,0,1,0
597,1,0,0,1,0,1,0,1,0,1
488,0,1,1,1,1,0,1,0,0,0
27,0,0,0,0,0,1,1,0,1,1
457,0,1,1,1,0,0,1,0,0,1
896,1,1,1,0,0,0,0,0,0,0
140,0,0,1,0,0,0,1,1,0,0
695,1,0,1,0,1,1,0,1,1,1
196,0,0,1,1,0,0,0,1,0,0
212,0,0,1,1,0,1,0,1,0,0
595,1,0,0,1,0,1,0,0,1,1
197,0,0,1,1,0,0,0,1,0,1
366,0,1,0,1,1,0,1,1,1,0
108,0,0,0,1,1,0,1,1,0,0
715,1,0,1,1,0,0,1,0,1,1
34,0,0,0,0,1,0,0,0,1,0
57,0,0,0,0,1,1,1,0,0,1
352,0,1,0,1,1,0,0,0,0,0
698,1,0,1,0,1,1,1,0,1,0
666,1,0,1,0,0,1,1,0,1,0
322,0,1,0,1,0,0,0,0,1,0
584,1,0,0,1,0,0,1,0,0,0
1021,1,1,1,1,1,1,1,1,0,1
27,0,0,0,0,0,1,1,0,1,1
899,1,1,1,0,0,0,0,0,1,1
205,0,0,1,1,0,0,1,1,0,1
684,1,0,1,0,1,0,1,1,0,0
630,1,0,0,1,1,1,0,1,1,0
